orgao,link,titulo,reclamacao
http://http://www.esporte.gov.br/ouvidoria,https://cidadao.reclameaqui.com.br/249355/ministerio-do-esporte/morosidade-e-prevaricacao/,MOROSIDADE E PREVARICAÇÃO ," 
        Duque de Caxias  Data: 08/08/15 
Envolvidos: PREFEITURA DE DUQUE DE CAXIAS E CAIXA ECONOMICA FEDERAL  Hora: 18:00 
Descrição: a empresa PH PAES CONSTRUÇÕES LTDA vem através deste denunciar , o BANCO CAIXA ECONÔMICA FEDERAL E A PREFEITURA MUNICIPAL DE DUQUE DE CAXIAS, POR CRIME DE PREVERICAÇÃO ENTRE OUTROS MAIS ,e solicitar soluções e medidas urgentes MINISTERIO DOS ESPORTES , sobre o Convenio da Caixa Econômica Federal com a Prefeitura de Duque de Caxias, convenio: 0232178.36/2007 de 12 dezembro 2007 Processo da PH PAES com a Prefeitura: tomada de preço 034/2008 Processo: 00060847/2007.02 de 26/10/2007 Empenho: 001913 - AGÊNCIA DA CAIXA 1334 25 de agosto ,RJ CONTA CORRENTE :006.647.036-8 onde está Depositado recurso no valor de 1.200.000,00 ( um milhão de duzentos mil reais) e a conta partida por conta da Prefeitura de Duque de Caxias que não foi depositado o valor de R$ 240.000,00 (duzentos e quarenta mil reais ) sendo que decorrido todos estes anos que o convenio está depositado na Caixa Econômica , acrescido juros o valor está em R$ 1.516.651,98 até 10/07/2012 ( um milhão quinhentos e dezesseis mil e seiscentos e cinquenta e um reais e noventa e oito centavos ) UMA VES QUE O PROCESSO SE ENCONTRA OU ENCONTRAVA-SE  NO TRIBUNAL CONTAS COMO TIVEMOS INFORMAÇÃO, E MENTIRÃO AO TRIBUNAL CONTAS, INFORMANDO QUE NÃO EXISTIA MAIS MEDIÇÃO PARA PAGAR EM ANDAMENTO , MAIS AINDA TINHA A GLOSA DA PRIMEIRA MEDIÇÃO E  A TERCEIRA MEDIÇÃO SEM O MUNICIPIO PAGAR A EMPRESA PH PAES CONSTRUÇÕES LTDA 
 OFICIO MANDO DA PREFEITURA PARA TRIBUNAL CONTAS OFICIO N 292/SMEL/2012
  JUSTIFICATIVA :
 I. VENHO INFORMA QUE A EMPRESA EM TELA tem um Contrato vigente com a Prefeitura de Duque de Caxias ou seja e um convenio entre o Banco Caixa Econômica Federal e Prefeitura de Duque de Caxias, já que a verba e federal, GANHAMOS UMA LICITAÇÃO DE 13 CAMPO DE GRAMA SINTÉTICA que ao longo de cinco anos, recebemos os valores referente só parte dos 04 campos do total 08 campos concluído sem correção nenhuma dos valores estipulado em contrato, clausula quinta, parágrafo segundo, os valores dos pagamentos eventualmente efetuados com atraso sofrerá a incidência de juros 1% (um por cento) ao mês , calculado pro rata die entre o 31º(trigésimo primeiro) dia da data do protocolo do documento de cobrança na Secretaria Municipal de Obras e a data do efetivo pagamento .
 II. depois que protocolamos os pedidos de pagamento dos 04 primeiros Campos e atestado os serviços e liberados para pagamento , pela fiscalização da Caixa Econômica Federal e Prefeitura de Duque de Caxias , após passado vários meses das solicitação de pagamentos, tivemos informação da Prefeitura que a Caixa Econômica a GIGOV do centro do RIO JANEIRO não iria desbloquear os valores liberados para pagamento, informado pela Secretaria de Esporte e Lazer que a Prefeitura não envio as documentação solicitadas na assinatura do convenio, como um deles entre outros o RGI dos local onde foi feito as obras , sendo assim ficando toda verba já depositada bloqueada até mesmo após as obras já pronta
 III. então venho solicita TRIBUNAL CONTAS RJ OU OUTROS ORGÃO COPETENTE, que tomem medidas urgentes contra a Caixa Econômica e a Prefeitura de Duque de Caxias , porque se não foi enviado a documentação na assinatura do convenio entre a Prefeitura de Caxias e a Caixa Econômica Federal, a Caixa não poderia autorizar a ordem de serviço para execução da obra para Prefeitura de Duque de Caxias , e a secretaria de obras de Caxias não poderia autorizar o memorando do início das obras para PH PAES , que estava com toda documentação na época 100% em dia na assinatura do contrato com a Prefeitura de Duque de Caxias , a Empresa PH PAES sendo informada da falta dos documento da Prefeitura com a Caixa só após as obras medidas e atestada para pagamento, INFORMO, QUE JÁ EXISTE DOIS PROCESSO CIVEL NA COMARCA DE DUQUE DE CAXIAS : 2º vara cível nº 0079288-75.2013.8.19.0021 dano moral e responsabilidade da administração o outro e na 5º vara civil nº 0079289-60.2013.8.19.0021 execução contra a fazenda pública.
 IV. Devido à falta de pagamento da Prefeitura e Caixa com a Empresa PH PAES, baseado na lei 8.866, de 21 de junho de 1993 sento que após 90 dias de atraso do pagamento das notas emitidas e atestadas, a obra pode ser paralisada sendo o contratante notificado por escrito, o que foi feito. A notificação a Prefeitura Protocolo: 058275 de 03/08/2009,
 o serviço foi executado para a PREFEITURA DE DUQUE DE CAXIAS, informamos também consta três medições a primeira de R$108.864,72 Protocolo : 57391 de 17/07/2008, valor que foi liberado em 19/08/2008 com o oficio emitido pela CAIXA para PREFEITURA ( OF SR RJ OESTE 01074/08 ) que foi pago o valor de R$ 43.924,33 ,(quarenta e três mil novecentos e vinte quatro reais e trinta e três centavos) e pago em 29/12/2011 , a EMPRESA PH PAES não recebeu nenhuma correção do valor, restando a PH PAES receber ainda o valor de R$ 64.940,39 (sessenta e quatro mil novecentos e quarenta reais e trinta e nove centavos ) do valor integral da nota, que não sei porque a caixa só liberou R$ 39.000,00 ( trinta e nove mil reais ) , pago a PH PAES o valor de R$ 29.500,77 (vinte e nove mil e quinhentos reais e setenta e sete centavos ) em 08/05/2015 sem correção do valor, o que nos foi informado na Secretaria de Esporte lazer por Dr. Arlindo e Secretaria de convênios SUPRE, junta a Secretaria de Obras, por Everton, que o convenio já tinha sido devolvido ao governo federal , que era para ir até a secretaria de Fazenda procurar o senhor ( JAIR ) contas a pagar e ver o que tinha ocorrido por não ser depositado o valor liberado integral e verificar o valor real dos desconto de impostos, segundo o senhor JAIR ele desconto o iss do valor total da nota ,porque a lei manda isto, e alguma outra coisa que faltava de outro pagamento, eu então o questionei que como foi descontado o iss da nota toda que não recebemos a nota por inteira ainda , e o valor do iss todo desta nota seria R$ 5.443,23, ele me falou que tinha uma informação que no outro pagamento anterior não foi descontado o iss da nota , eu questionei novamente que então foi erro do município, como paga uma nota e não desconta o iss da nota, e porque não pagarão os valores com atualização dos juros em contrato de todos o valores já recebido com atraso, por erro do município , e devolverão o convenio com a terceira medição sem a caixa ter liberado o pagamento, ele me falou que só faz o que mandão ele fazer , era para eu protocolar na secretaria de esportes lazer , um questionamento falando sobre o caso , mesmo assim ele não me mostrou nenhum documento informando o que foi realmente descontado no valor liberado, E TIVE INFORMARÇÃO DA CAIXA COM A OUVIDORIA DA GIGOV, ONDE CUIDA DO REFERIDO CONVENIO , MARCOS REBELO DA OUVIDORIA DA CAIXA TEL: 21-3980-3754 DIA 20/05/2015 AS 16:36 QUE O CONVENIO NÃO FOI DEVOLVIDO, QUE O MUNICIPIO ESTAVA TENTANDO DEVOLVER O VALOR PARA O MINISTERIO DE ORIGEM, SEM PAGA MULTAS E TAXAS DA QUEBRA DE CONTRATO COM A CAIXA , E EU DESCONFIO QUE ISTO E UMA ESTRAGEGIA DO MUNCIPIO DE CAXIAS PARA NAO TER O NOME NEGATIVADO NO SIAF, UMA VES QUE ANTES DA LIBERAÇÃO DO ULTIMO VALOR DOS R$ 39,000,00 O MESMO ESTAVA NEGATIVADO POR CONTA DA FALTA DE PAGAMENTO DAS MEDIÇÕES E PRESTAÇÃO DE CONTAS DO CONVENIO, TIREI NA INTERNET O RELARIO DESTE CONVENIO QUE EM 12/12/2008 FOI LIBERADO O VALOR DE R$ 600,000,00 E EM 14/05/2015 OUTRO VALOR LIBERADO R$ 1.200,000,00 PARA ONDE FOI O DINHEIRO , NÃO SABEMOS AINDA .
 V. Segunda medição de R$197.535,24. Protocolo: 055376 de 11/08/2009 a medições e referente ao restante do pagamento que falto dos 04 campos da 1º medição, Caixa Econômica Federal oficio nº 383/SMEU-CPGC/2012 Valor pago em 02/08/2012 R$ 198.325,62 (Cento e noventa e oito mil trezentos e vinte cinco reais e sessenta e dois centavos) pagamento sem os devidos valores atualizados de juros corretos.
 VI. valor referente a terceira medição dos 04 ultimo campo R$ 566.403,13 ( quinhentos e sessenta e seis mil e quatrocentos e três reais e treze centavos) Protocolo: 061721 de 05/11/2008 e o referido processo na época ficou sem andamento na secretaria de obras, sendo o mesmo reiterado o pedido de pagamento Protocolo 071618 em 28/11/2013 as 14:36 o mesmo tivemos informação DR ALINDO da Secretaria de Esporte Lazer , que não sabem onde se encontra OU SEJA SUMIL O PROCESSO, reiterado novamente Protocolo 014079 DE 13 Maio 2015,
 ATT: PEDRO PAULO PAES MAGALHAES 
 CPF:039.512.307.03
 SOCIO GERENTE DA PH PAES CONSTRUÇÕES LTDA         "
http://http://www.ouvidoriadoservidor.gov.br,https://cidadao.reclameaqui.com.br/342603/ministerio-do-planejamento/nao-consigo-desbloqueiar-a-senha-do-sicag/,nao consigo  desbloqueiar a senha do sicag ," 
        mja fui na upag nao consegui falaram que iam desbloquear e ate hoje3 nao desbloqueiara,         "
http://http://www.ouvidoriadoservidor.gov.br,https://cidadao.reclameaqui.com.br/336865/ministerio-do-planejamento/desbloqueio-usuario-sigac/,Desbloqueio usuario sigac ," 
        ~Meu contato com a sigepe foi bloqueado e não consigo o desbloqueio de usuário. Solicito orientações.         "
http://http://www.ouvidoriadoservidor.gov.br,https://cidadao.reclameaqui.com.br/307900/ministerio-do-planejamento/sigepe/,SIGEPE ," 
        Luderitz luderitz@gmail.com
Anexos15:41 (Há 7 minutos)
para sigepe 
Ao SIGEPE - Consignações
Boa tarde!
Estou tentando reclamar sobre novo desconto (72) na minha folha de pagamento, realizado pelo ITAU/BMG em novembro de 2016, após este financiamento ter sido quitado, integralmente, em outubro de 2016 (conforme anexo), mas não estou conseguindo registrar a reclamação, pois o site da SIGEPE devolve dizendo que já existe reclamação registrada!
Realmente houve a suspensão do desconto! A nova consignatária deve incluir agora no mês de dezembro de 2016 o novo valor da portabilidade!
O desconto indevido feito pelo ITAU/BMG sobre o salário de outubro (73) já foi devolvido!
O desconto indevido feito pelo ITAU/BMG sobre o salário de novembro 2016 (72), ainda não foi devolvido, até esta data!
Seguem anexos:
1. - quitação da dívida;
2. - contracheque de outubro, já devolvido o desconto (73);
3. - contracheque de novembro - ainda não ressarcido (72).
Atenciosamente
Francisco José Luderitz de Medeiros
CPF: 03875903153
SIAPE: 28254         "
http://http://www.ouvidoriadoservidor.gov.br,https://cidadao.reclameaqui.com.br/333100/ministerio-do-planejamento/erro-no-contra-cheque/,ERRO NO CONTRA CHEQUE ," 
        BOM DIA MEU FILHO E PENSIONISTA DO MINISTERIO  DO TRABALHO  E NO CONTRA CHEQUE DELE CONSTA TEMPORARIO INPEDINDO DE  MUITOS BANCOS NAO ACEITAREM TEMPORARIOS    ME DIRIGIE AO ORGAO DO MINISTERIO E ME DERAM UMA CARTA DIZENDO QUE ELE E VITALICIA SO QUE OS BANCOS NAO ACEITAM TENHO DOCUMENTO DO MINISTERIO DA FAZENDA DO PERITO DIZENDO QUE A PENSAO DELE E VITALICIA  O MINISTERIO ME INFORMOU QUE NAO SAO ELES QUEM COLOCA TEMPORARIO OU VITALICIA VOCES PODEM NOS AJUDAR MEU EMAIL E LPDS551@GMAIL.COM MEU TELEFONE E 21994186845 LUCIENE MEU FILHO CPF 126389327-95 LEONARDO RODRIGO DA SILVA GUERREIRO         "
http://http://www.ouvidoriadoservidor.gov.br,https://cidadao.reclameaqui.com.br/295544/ministerio-do-planejamento/margem-de-consignacao-negativa/,margem de consignação negativa ," 
        Caros Senhores,
Solicito informação sobre a razão do desconto da GEAP estar incluída na minha margem de consignação, deixando-a negativa e impedindo que eu possa fazer uma portabilidade de um Banco para a Cooperativa CREDUNI, onde tenho melhores taxas de juros e outros benefícios.
Aguardo sua resposta e agradeço suas providências, antecipadamente.
Atenciosamente,
Maria das Graças Freire de Oliveira
Profa. Aposentada- UFPB         "
http://http://www.mte.gov.br/menu/Ouvidoria/Conteudo/OuvidoriaGeral.asp,https://cidadao.reclameaqui.com.br/355819/ministerio-do-trabalho-e-emprego/telefone-158/,Telefone 158 ," 
        Este telefone 158 é muito ruim de fazer contato, ele constantemente diz que número não existe, 90% das ligações diz que número de tel não existe, e quando conseguimos falar diz que os atendentes estão ocupados. Estou desde 9:30 tentando falar e já são 10:30 e nada. Fora outros dias que também tentei sem sucesso.
Vocês precisam melhorar este atendimento, gostaria de tirar uma dúvida sobre a minha carteira de trabalho e não consigo contato. É brincadeira este nível de serviço que é prestado pelo ministério do trabalho.         "
http://http://www.mte.gov.br/menu/Ouvidoria/Conteudo/OuvidoriaGeral.asp,https://cidadao.reclameaqui.com.br/353490/ministerio-do-trabalho-e-emprego/imdiguinado-com-essa-demora-pesso-que-me-de-atencao-sobre-me/,imdiguinado com essa demora pesso que me de atençao sobre meu reembolso seguro desemprego ," 
        Pesso ajudá pra resolver minha questão .
Asunto:solicitação de reembolso de parcelas (pagas por compensação)
Estou muito insatisfação e chateado com toda essa demora 
Dei entrada no ministério do trabalho de São João de mérito na rua :selim e azul n.90 centro/sem. RJ
21 2752 5891.responsavel Rodrigo siente do ocorrido. 
Dei entrada com documentos judicial para receber as parcelas no dia 11/07/2017 e tô desempregado precisando do dinheiro do seguro desemprego Pesso que me ajude pra agilizar minha vida .até agora não te vi nenhum parecer 
Meu nome : agelson da silva França filho
Cpf:111.180.817.14
Pis:190.17511.49-7
Protocolo do recurso 4014170965 número posto atendimento:3323043-9 motivo recurso:506 
Inscrição autorizada:33231396-4
Tô muito insatisfeito com toda essa demora tô precisando tô desempregado meu email:agelsonf@gmail.com
Pesso que tome uma providência por favor
https://cidadao.reclameaqui.         "
http://http://www.mte.gov.br/menu/Ouvidoria/Conteudo/OuvidoriaGeral.asp,https://cidadao.reclameaqui.com.br/352686/ministerio-do-trabalho-e-emprego/recurso-do-seguro-desemprego/,Recurso do seguro desemprego ," 
        Quero saber quanto tempo demora pra um recurso motivo 909.
Pois já tem mais de 120 dias e nem saiu o parecer.
Estou aguardando uma resposta.         "
http://http://www.mte.gov.br/menu/Ouvidoria/Conteudo/OuvidoriaGeral.asp,https://cidadao.reclameaqui.com.br/355263/ministerio-do-trabalho-e-emprego/recurso-seguro-desemprego/,RECURSO SEGURO DESEMPREGO ," 
        Dei entrada em meu seguro desemprego no dia 03/02/2017, onde tive direito a 5 parcelas e recebi a primeira no dia 06/03/2017 normalmente, quando fui receber a segunda, a mesma estava bloqueada e a caixa me mandou ir no ministério do trabalho porque é só lá que resolveria e eles desbloqueariam, agendei e a demora foi de 60 dias pra conseguir ser atendido, no dia 08/05/2017 estive no ministério do trabalho que fica na Rua: Martins de Fontes,109 onde fui informado que teria que entrar com o recurso pra liberação das minhas parcelas, disseram que foi bloqueada por divergência cadastral e que após 60 dias me dariam retorno. Hoje é dia 28/11/2017 , já irá fazer 7 meses que estou esperando uma resposta e nada, entro em contato no número 158 e informam que não consta nada lá, anexei o papel que me deram com número do ofício, pis, nome, motivo, data e prazo de solução do recurso, peço que resolvam, trabalhei 3 anos e 7 meses e é meu direito receber meu seguro, isso é um descaso conosco, vocês não dão resposta, simplesmente deixam pra lá, solucionem isto por favor, quero receber meu seguro! 
Se eu dependesse desse seguro pra comer eu morreria de fome!! 
PIS: 2011455954-0         "
http://http://www.mte.gov.br/menu/Ouvidoria/Conteudo/OuvidoriaGeral.asp,https://cidadao.reclameaqui.com.br/353488/ministerio-do-trabalho-e-emprego/imdiguinado-com-essa-demora-pesso-que-me-de-atencao-sobre-me/,imdiguinado com essa demora pesso que me de atençao sobre meu reembolso seguro desemprego ," 
        Pesso ajudá pra resolver minha questão .
Asunto:solicitação de reembolso de parcelas (pagas por compensação)
Estou muito insatisfação e chateado com toda essa demora 
Dei entrada no ministério do trabalho de São João de mérito na rua :selim e azul n.90 centro/sem. RJ
21 2752 5891.responsavel Rodrigo siente do ocorrido. 
Dei entrada com documentos judicial para receber as parcelas no dia 11/07/2017 e tô desempregado precisando do dinheiro do seguro desemprego Pesso que me ajude pra agilizar minha vida .até agora não te vi nenhum parecer 
Meu nome : agelson da silva França filho
Cpf:111.180.817.14
Pis:190.17511.49-7
Protocolo do recurso 4014170965 número posto atendimento:3323043-9 motivo recurso:506 
Inscrição autorizada:33231396-4
Tô muito insatisfeito com toda essa demora tô precisando tô desempregado meu email:agelsonf@gmail.com
Pesso que tome uma providência por favor
https://cidadao.reclameaqui.         "
NA,https://cidadao.reclameaqui.com.br/331311/ministerio-publico-federal/justica-lenta-garante-a-impunidade-estimula-o-crime-e-o-cida/,"Justiça lenta garante a impunidade, estimula o crime e o cidadão de sente desprotegido "," 
        A  justiça no Brasil é vergonhosa. Em pleno século XXI parece valer a máxima popular de que a justiça só usa seu poder coercitivo para os PPP (creio que todos conhecem a expressão, preto, pobre e ...).  Rui Barbosa, há quase um século, já dizia: "" “A justiça atrasada não é justiça, senão injustiça qualificada e manifesta.” Os tribunais são lentos no julgar; infindáveis recursos e prazos absurdos em tempos de informatização, comunicação instantânea, barata e a todos acessível, fazem com que a justiça seja lentamente cruel com aqueles que buscam sua proteção e nela depositam suas esperanças; pior ainda, sentenças não são cumpridas, os poderosos batem a porta na cara dos oficiais de justiça, humilham o STF e ninguém parece se importar; mandados de pagamento referente a coisas julgadas e irrecorríveis repousam por meses nos gabinetes do juízes sem nenhuma explicação razoável e que não ofenda a inteligência do contribuinte que paga por essa máquina emperrada.
Valho-me do MPF porque não encontrei resultado junto à Ouvidoria do TJRJ e porque não há, aqui nesse site, uma porta aberta para que reclamações contra esta instituição sejam feitas. Sei que o MPF por definição protege o interesse, os direitos, a legalidade para todos os cidadãos e não apenas para um indivíduo. Sei porém, igualmente, que meu caso não é único e afeta milhares de brasileiros que se encontram em situação semelhante.
Depois de anos em um processo por danos morais contra um ente político que me incluiu indevidamente em um processo e que grandes problemas e aflição me trouxeram, a sentença foi proferida unanimamente por desembargadores do TJRJ e pelas características do processo não havia mais recurso para o réu. A sessão do tribunal que decidiu a questão deu-se em outubro de 2014 e em novembro deu-se a publicação da decisão sendo em seguida o processo enviado para o Forum de Cabo Frio - RJ. Pois bem, mais de 2 anos se passaram para que conseguisse levantar o alvará para o pagamento do principal - a penalidade em questão definida pelos membros do tribunal - e agora, mesmo estando o valor da correção monetária, juros e multa depositado em conta judicial no Banco do Brasil  desde o dia 08 de novembro de 2016 e a despeito da reclamação feita perante a ouvidoria do TJRJ, passados mais de 5 meses não se consegue a emissão do alvará. 
E a indignação cresce quando lemos no Jornal Extra do Rio de Janeiro que um processo no JEC envolvendo um desembargador do tribunal foi resolvido em tempo recorde e a indenização também atingiu seu valor máximo. Afinal somos ou não, conforme diz a nossa constituição iguais perante a lei e a justiça? E essa resposta espero, mui respeitosamente, dos senhores ou de qualquer outra entidade que integre a justiça brasileira.
OBS: processo em pauta 0000663-57.2013.8.19.0011         "
NA,https://cidadao.reclameaqui.com.br/339597/ministerio-publico-federal/imposto-de-renda-2017/,imposto de renda 2017 ," 
        a secretaria da receita federal não está disponibilizando as pendencias das declarações do irpf 2017 para que sejam corrigidas as mesmas que eles colocam em processamento. quando vamos vfr eles mandam entrar no extrato e feito assim não apontam a pendencia nos deixando sem fazer a correção.         "
NA,https://cidadao.reclameaqui.com.br/285907/ministerio-publico-federal/5-anos-aguardando-restituicao/,5 anos aguardando restituição ," 
        Ha cinco anos solicitei restituição através do PERDCOMP, estive varias vezes na unidade da Receita Federal na Luz em SP e sempre obtive a resposta de que havia sido analisado e estava aguardando autorização para pagamento.
Liguei na ouvidoria e recebi a mesma resposta, mas desta vez com a promessa de que a solicitação seria encaminhada ao setor responsável pelo pagamento. 
Nada mudou, estou aguardando ate agora o recebimento de um valor que é meu por direito e não acontece.
Se fosse eu que não pagasse o imposto, ficaria impedido de realizar varias transações enquanto cidadão. 
Justiça é o que eu espero.
Meu CPF 044.725.588-66         "
NA,https://cidadao.reclameaqui.com.br/280752/ministerio-publico-federal/demora-no-desbloqueio-do-renajud-de-um-veiculo-financiado/,demora no desbloqueio do renajud de um veiculo financiado ," 
        Bom dia estou com um grande problema, depois de passar o maior sufoco para conseguir para conseguir regularizar um contrato de financiamento feito por um banco, vai fazer dois meses e não realizam o desbloqueio do renajud do meu veiculo, que esta com o documento atrasado e não consigo regularizar, por uma pendencia judicial que já deveria ter sido resolvida.O que devo fazer ou procurar, ou se tem uma soluçao onde nao haja necessidade de entrar com açao.
Ateciosamente, 
Cristiano         "
NA,https://cidadao.reclameaqui.com.br/312910/ministerio-publico-federal/informacoes-sobre-o-pis/,INFORMAÇÕES SOBRE O PIS ," 
        Boa tarde,
Fiquei hoje dia 07/02/2017 por toda a parte da manhã tentando informações sobre o pagamento de resíduos do PIS na qual tenho direito, os telefones 0800 só encontrei gravações sabendo que por lei o banco tem que disponibilizar o atendimento HUMANO e mesmo as gravações não nos leva a lugar nenhum até cair a linha.
Estes telefones são disponibilizados em qualquer agência que vc vá, mas não funciona. Até quando vamos aturar isso.
Gostaria de ter uma resposta o mais breve possível desta instituição que se diz do povo.
Obrigado         "
http://www.itamaraty.gov.br,https://cidadao.reclameaqui.com.br/260567/ministerio-das-relacoes-exteriores-itamaraty/falta-de-clareza-e-excesso-de-burocracia/,Falta de clareza e excesso de burocracia  ," 
        A unidade de atendimento do MRE em São Paulo mostra o descaso com o cidadão e estrangeiros. Atendem apenas das 10 às 14hs em um local com péssima estrutura e fornecem informações confusas burocratizando e fazendo com que o atendido tenha que ir e voltar por diversas vezes para legalizar um documento. Não ha padrão e nem procedimentos escritos para a obtenção da legalização, deixando-nos a mercê da tentativa e erro.
Segue a foto da estrutura oferecida.         "
http://www.itamaraty.gov.br,https://cidadao.reclameaqui.com.br/329344/ministerio-das-relacoes-exteriores-itamaraty/dificuldade-em-obter-procuracao-no-consulado-brasileiro-de-s/,"Dificuldade em obter procuração no Consulado Brasileiro de Sydney, Austrália "," 
        Caros funcionário do consulado, estamos há 3 semanas tentando obter uma simples procuração da minha irmã, Bernarda de Araujo Maia Pinnola, que mora em Sydney, para que eu possa vender o nosso imóvel no Rio de Janeiro, onde resido. A palavra empenhada junto à imobiliária que intermediou o negócio e à compradora está me fazendo passar por mentiroso ou coisa pior, porque ninguém acreditaria que uma simples procuração, feita em minutos em qualquer cartório no Brasil, poderia levar tanto tempo e um processo tão difícil quando, ao ser online, deveria ser simplificado. O que vocês poderiam fazer para agilizar isso? O prejuízo é enorme de todas as partes envolvidas e só dependemos disso para a concretização do negócio. Aguardo um retorno por favor e caso não obtenha irei acionar instâncias superiores do Itamaraty. 
Grato,
André Pinnola         "
http://www.itamaraty.gov.br,https://cidadao.reclameaqui.com.br/307623/ministerio-das-relacoes-exteriores-itamaraty/como-faco-para-conseguir-que-me-respondam-ou-atendam-ao-tele/,Como faço para conseguir que me respondam ou atendam ao telefone? ," 
        Sinceramente não sei mais o que fazer para ter as informações no MRE.
Telefone dos setores não são atendidos, os setores que passam informações ou telefonista, transferem para setores e chega no setor ou ninguém atende, ou dizem que não são eles que tratam do assunto. Quando chega ao ponto de fazermos uma reclamação é pedido que enviemos email para o setor, mas não adianta.  Estamos buscando entender o por que o IR dela continua sendo descontado mesmo depois do pedido de isenção ter sido feito e aceito pelo MRE, mas no site da SIGEPE mostra que está tendo desconto. Mas, ninguém quer responder. Complicado. Não sei mais quem procurar, pois a receita federal manda procurar o MRE. O pior é que ninguem consegue dizer ao certo o setor que é responsável por isso. Isenção do imposto de renda de pensionista por motivo de doença degenerativa.         "
http://www.itamaraty.gov.br,https://cidadao.reclameaqui.com.br/308460/ministerio-das-relacoes-exteriores-itamaraty/falta-de-comprometimento/,Falta de comprometimento. ," 
        Sinceramente já virou uma piada o descaso com o qual o MRE está nos tratando. Pessoalmente, nos mandam ligar, quando ligamos ninguém atende e a corregedoria que acha que é normal nenhum setor se responsabilizar ou atender o telefone e deu como solução enviar email.
Parece piada, enviamos mais de 12 emails e nada, várias ligações e ninguém atende. A OGU nos encaminhou para a ouvidoria do MRE, que já tinha sido acessada, mas por incrível que pareça o MRE só possui ouvidoria CONSULAR. Ou seja, ninguém quer atender o telefone, ninguém quer responder o email, a pessoa responsável está sempre de licença ou de férias.
4 meses atrás de uma simples informação, que é um caso sério e não conseguimos NADA. É muita falta de respeito com a pensionista do ministério. Mas já que o MRE não quer nos atender, sem problemas, vamos fazer com que uma senhora de 86 anos com uma doença em estágio bem avançado tenha o seu DIREITO de informação respeitado de qualquer forma, o que não falta são tentativas como estas, e o comprovante que o MRE leu o pedido, porem todos ignorados. Se trata de uma pensionista no Brasil, ai infelizmente não tem acesso a ouvidoria, se ela estivesse fora do Brasil, teria acesso para que seu caso fosse tratado com mais responsabilidade. Infelizmente vamos ter que ir no MP, para que o mesmo faça o pedido de que atendam o telefone ou abram a caixa de entrada, para que assim um simples problema seja resolvido.
Lamentável.
Sem mais...         "
http://www.itamaraty.gov.br,https://cidadao.reclameaqui.com.br/268932/ministerio-das-relacoes-exteriores-itamaraty/demora-na-consulta/,Demora na consulta ," 
        Boa tarde,meu nome é Bruna estou no ama do capão redondo com minha filha de cinco anos, sentindo dor de barriga,diarréia e cansada com fome de tanto esperar por uma consulta com o pediatra,isso é um absurdo ter que ficar em espera das 12:00hs as 14:00hs,com uma criança para ser atendida,sem contar a aglomeração de pessoas que também estão em espera para serem atendidos é uma vergonha,eu vou ter que ir para casa tratar minha filha com remédios caseiros senão perco o dia inteiro em espera no que deveria ser o certo a se fazer.         "
